order_id,customer_id,warehouse_id,order_date,order_status,total_amount,item_count
ORD-00094,CUST-0462,WH-006,2025-05-01 02:51:02,processing,148.8,2
ORD-00095,CUST-0486,WH-008,2026-01-10 17:27:24,processing,117.87,11
ORD-00096,CUST-0306,WH-001,2026-03-19 02:15:09,processing,176.75,3
ORD-00097,CUST-0403,WH-004,2025-06-18 12:55:42,processing,386.1,4
ORD-00098,CUST-0301,WH-004,2026-01-27 04:34:28,cancelled,128.0,3
ORD-00099,CUST-0404,WH-001,2025-10-09 11:04:18,delivered,492.25,3
ORD-00100,CUST-0277,WH-005,2025-05-27 16:32:19,delivered,68.31,1
ORD-00101,CUST-0068,WH-001,2026-03-08 05:11:21,delivered,397.39,10
ORD-00102,CUST-0166,WH-001,2026-01-03 18:47:10,shipped,40.41,12
ORD-00103,CUST-0216,WH-002,2025-11-17 18:39:51,delivered,245.98,6
ORD-00104,CUST-0263,WH-002,2025-08-12 08:32:06,delivered,122.45,10
ORD-00105,CUST-0023,WH-005,2025-06-26 21:20:49,delivered,482.55,1
ORD-00106,CUST-0246,WH-007,2025-12-18 12:16:01,delivered,67.36,12
ORD-00107,CUST-0466,WH-008,2025-08-12 06:00:58,processing,54.18,10
ORD-00108,CUST-0076,WH-002,2026-01-24 19:27:01,shipped,317.79,10
ORD-00109,CUST-0281,WH-006,2025-08-12 09:56:12,delivered,304.74,5
ORD-00110,CUST-0233,WH-007,2025-05-21 02:44:47,processing,355.36,11
ORD-00111,CUST-0334,WH-004,2026-01-09 18:03:38,delivered,445.72,7
ORD-00112,CUST-0174,WH-008,2026-02-27 00:21:16,delivered,368.86,6
ORD-00113,CUST-0219,WH-006,2025-08-30 10:58:00,delivered,196.54,3
ORD-00114,CUST-0352,WH-008,2025-07-04 21:25:00,processing,418.41,2
ORD-00115,CUST-0222,WH-002,2025-10-04 07:43:39,delivered,195.73,3
ORD-00116,CUST-0285,WH-001,2025-10-09 05:20:30,delivered,287.37,6
ORD-00117,CUST-0344,WH-002,2026-03-06 12:57:05,delivered,438.7,7
ORD-00118,CUST-0445,WH-001,2025-06-07 05:39:37,returned,306.2,6
ORD-00119,CUST-0054,WH-004,2026-03-20 04:46:32,shipped,248.86,2
ORD-00120,CUST-0180,WH-006,2025-09-28 11:28:50,shipped,150.11,4
ORD-00121,CUST-0414,WH-007,2025-09-03 18:23:04,cancelled,487.66,10
ORD-00122,CUST-0315,WH-001,2025-06-04 02:49:48,delivered,334.05,12
ORD-00123,CUST-0137,WH-001,2026-01-03 04:55:12,shipped,355.81,5
ORD-00124,CUST-0472,WH-006,2025-12-02 03:17:07,delivered,102.98,3
ORD-00125,CUST-0290,WH-007,2026-04-06 14:37:43,processing,374.37,1
ORD-00126,CUST-0047,WH-004,2025-06-28 03:40:19,delivered,235.02,3
ORD-00127,CUST-0190,WH-005,2025-05-31 18:14:52,delivered,391.77,10
ORD-00128,CUST-0306,WH-002,2025-12-24 02:53:28,cancelled,90.46,10
ORD-00129,CUST-0026,WH-002,2025-05-07 02:01:57,delivered,336.04,8
ORD-00130,CUST-0311,WH-008,2025-06-04 03:40:45,delivered,119.55,9
ORD-00131,CUST-0059,WH-006,2026-02-20 08:30:41,delivered,152.37,11
ORD-00132,CUST-0304,WH-008,2025-09-29 18:55:58,delivered,164.58,4
ORD-00133,CUST-0203,WH-001,2025-06-16 19:50:58,pending,161.19,4
ORD-00134,CUST-0393,WH-003,2025-08-18 18:50:41,delivered,155.38,2
ORD-00135,CUST-0004,WH-008,2026-03-05 01:11:17,delivered,100.21,7
ORD-00136,CUST-0273,WH-004,2025-11-21 18:28:05,delivered,419.18,6
ORD-00137,CUST-0037,WH-007,2026-01-28 16:07:09,cancelled,35.52,1
ORD-00138,CUST-0236,WH-002,2025-12-04 07:41:16,cancelled,294.24,10
ORD-00139,CUST-0208,WH-007,2025-11-24 15:38:54,delivered,211.44,6
ORD-00140,CUST-0088,WH-008,2025-06-16 08:45:13,cancelled,461.09,2
ORD-00141,CUST-0224,WH-002,2026-04-04 15:07:04,delivered,300.6,9
ORD-00142,CUST-0041,WH-007,2026-02-21 13:54:00,cancelled,376.72,4
ORD-00143,CUST-0171,WH-003,2025-05-16 21:09:11,processing,322.11,9
ORD-00144,CUST-0262,WH-004,2026-02-22 07:09:58,cancelled,184.45,12
ORD-00145,CUST-0491,WH-003,2025-10-10 23:28:02,delivered,86.03,4
ORD-00146,CUST-0089,WH-003,2026-04-13 22:53:40,delivered,332.92,3
ORD-00147,CUST-0488,WH-008,2025-11-17 08:47:45,delivered,288.41,10
ORD-00148,CUST-0230,WH-006,2026-02-14 23:59:05,cancelled,319.2,3
ORD-00149,CUST-0226,WH-002,2025-07-26 06:17:05,delivered,321.22,5
ORD-00150,CUST-0303,WH-001,2026-01-06 22:18:01,delivered,50.98,8
ORD-00151,CUST-0232,WH-001,2026-01-09 04:18:25,processing,418.37,2
ORD-00152,CUST-0331,WH-002,2025-07-14 09:15:04,delivered,260.93,8
ORD-00153,CUST-0298,WH-001,2025-08-12 20:08:15,delivered,407.76,11
ORD-00154,CUST-0097,WH-006,2025-11-12 22:36:32,delivered,258.16,1
ORD-00155,CUST-0231,WH-002,2026-03-07 00:38:35,cancelled,421.13,12
ORD-00156,CUST-0044,WH-003,2025-11-17 10:28:05,pending,358.2,8
ORD-00157,CUST-0269,WH-003,2025-06-08 16:58:21,delivered,460.2,7
ORD-00158,CUST-0210,WH-006,2025-11-10 20:03:48,delivered,40.4,11
ORD-00159,CUST-0332,WH-006,2025-04-17 03:38:55,processing,60.84,11
ORD-00160,CUST-0198,WH-005,2026-04-08 07:11:53,delivered,428.01,10
ORD-00161,CUST-0448,WH-003,2025-04-29 22:17:05,delivered,297.63,3
ORD-00162,CUST-0470,WH-006,2025-10-04 04:46:04,delivered,333.19,11
ORD-00163,CUST-0201,WH-003,2026-01-21 00:33:32,delivered,469.93,5
ORD-00164,CUST-0287,WH-007,2025-04-27 13:50:58,delivered,174.31,3
ORD-00165,CUST-0344,WH-002,2025-10-26 06:49:32,delivered,220.35,6
ORD-00166,CUST-0010,WH-006,2025-10-07 08:18:00,delivered,476.32,6
ORD-00167,CUST-0486,WH-008,2026-01-31 18:22:12,shipped,499.99,3
ORD-00168,CUST-0040,WH-005,2026-02-09 06:22:57,cancelled,64.05,9
ORD-00169,CUST-0428,WH-001,2025-09-27 13:07:56,delivered,440.05,10
ORD-00170,CUST-0068,WH-007,2025-07-12 03:24:21,shipped,102.71,12
ORD-00171,CUST-0395,WH-003,2025-11-05 06:42:09,delivered,36.19,6
ORD-00172,CUST-0347,WH-004,2025-04-19 20:02:13,returned,311.14,12
ORD-00173,CUST-0402,WH-008,2026-01-07 13:48:10,delivered,131.0,8
ORD-00174,CUST-0463,WH-004,2026-03-28 06:01:57,delivered,474.36,8
ORD-00175,CUST-0237,WH-005,2025-06-02 18:27:41,delivered,258.91,7
ORD-00176,CUST-0495,WH-003,2025-08-01 07:58:04,cancelled,403.61,3
ORD-00177,CUST-0447,WH-005,2025-12-07 20:11:54,processing,248.09,6
ORD-00178,CUST-0284,WH-002,2025-05-18 10:27:11,delivered,265.22,2
ORD-00179,CUST-0146,WH-002,2025-10-07 12:48:07,delivered,147.3,9
ORD-00180,CUST-0076,WH-007,2025-08-04 15:15:52,processing,456.59,8
ORD-00181,CUST-0453,WH-006,2025-12-28 04:08:18,cancelled,216.22,7
ORD-00182,CUST-0258,WH-006,2026-02-22 15:28:45,delivered,497.34,6
ORD-00183,CUST-0115,WH-001,2026-01-13 05:40:33,delivered,63.06,12
ORD-00184,CUST-0333,WH-006,2025-04-24 05:08:33,delivered,81.74,5
ORD-00185,CUST-0470,WH-008,2025-09-28 10:09:54,delivered,82.31,12
ORD-00186,CUST-0241,WH-008,2026-01-22 04:51:37,delivered,454.34,1
ORD-00187,CUST-0132,WH-004,2026-02-28 14:09:32,cancelled,281.17,12
ORD-00188,CUST-0312,WH-007,2025-09-10 08:25:54,shipped,154.73,5
ORD-00189,CUST-0063,WH-001,2026-01-28 18:51:06,delivered,324.89,10
ORD-00190,CUST-0235,WH-002,2025-08-28 14:09:24,shipped,454.0,10
ORD-00191,CUST-0275,WH-001,2025-10-01 21:02:43,delivered,293.9,12
ORD-00192,CUST-0074,WH-005,2025-12-02 15:23:33,delivered,313.18,4
ORD-00193,CUST-0293,WH-007,2026-02-23 13:02:52,shipped,339.08,9
ORD-00194,CUST-0500,WH-006,2025-05-11 02:52:00,processing,270.14,9
ORD-00195,CUST-0403,WH-001,2026-03-07 14:46:18,delivered,243.02,11
ORD-00196,CUST-0199,WH-006,2025-08-14 21:18:55,delivered,22.88,2
ORD-00197,CUST-0177,WH-004,2025-04-27 05:54:16,delivered,319.7,10
ORD-00198,CUST-0377,WH-006,2025-09-17 20:29:48,shipped,185.87,6
ORD-00199,CUST-0417,WH-003,2025-07-22 20:02:56,cancelled,347.07,12
ORD-00200,CUST-0246,WH-003,2026-03-26 20:23:09,cancelled,45.6,8
ORD-00201,CUST-0019,WH-005,2025-10-30 09:59:45,delivered,398.69,1
ORD-00202,CUST-0162,WH-005,2026-01-30 11:21:00,delivered,494.72,9
ORD-00203,CUST-0243,WH-005,2026-01-27 23:51:27,pending,328.75,5
ORD-00204,CUST-0183,WH-001,2025-05-14 20:48:27,cancelled,175.98,2
ORD-00205,CUST-0410,WH-006,2026-03-03 00:26:08,delivered,209.01,8
ORD-00206,CUST-0459,WH-007,2026-01-09 00:38:32,delivered,105.61,12
ORD-00207,CUST-0255,WH-006,2025-05-05 07:36:21,cancelled,266.85,2
ORD-00208,CUST-0373,WH-007,2026-03-26 13:36:28,processing,307.19,3
ORD-00209,CUST-0280,WH-005,2025-12-17 16:59:09,delivered,53.83,11
ORD-00210,CUST-0152,WH-005,2026-03-05 14:56:28,delivered,363.07,3
ORD-00211,CUST-0354,WH-008,2025-05-25 19:50:45,delivered,35.54,6
ORD-00212,CUST-0315,WH-007,2025-08-26 19:49:18,delivered,490.31,1
ORD-00213,CUST-0039,WH-007,2025-11-27 10:18:54,delivered,403.53,11
ORD-00214,CUST-0082,WH-001,2025-08-26 19:38:56,shipped,309.67,8
ORD-00215,CUST-0018,WH-003,2025-06-18 07:29:31,processing,392.58,6
ORD-00216,CUST-0186,WH-007,2025-11-05 09:21:46,cancelled,30.71,3
ORD-00217,CUST-0348,WH-008,2025-05-09 18:29:51,cancelled,195.43,2
ORD-00218,CUST-0294,WH-003,2025-12-30 09:01:08,delivered,208.05,11
ORD-00219,CUST-0143,WH-004,2025-06-29 01:36:05,returned,27.57,3
ORD-00220,CUST-0256,WH-007,2026-04-08 16:33:22,cancelled,72.11,5
ORD-00221,CUST-0361,WH-008,2025-07-11 10:56:13,delivered,311.76,12
ORD-00222,CUST-0470,WH-008,2025-05-26 18:33:33,delivered,80.83,2
ORD-00223,CUST-0232,WH-003,2025-10-07 01:29:55,cancelled,230.88,2
ORD-00224,CUST-0415,WH-006,2026-03-24 07:29:07,delivered,359.13,9
ORD-00225,CUST-0278,WH-005,2025-11-13 04:19:38,cancelled,427.91,12
ORD-00226,CUST-0364,WH-003,2026-03-31 14:24:47,delivered,261.75,2
ORD-00227,CUST-0103,WH-003,2025-06-30 22:08:37,delivered,254.6,6
ORD-00228,CUST-0284,WH-006,2026-01-12 09:46:39,delivered,491.76,3
ORD-00229,CUST-0314,WH-002,2025-07-06 15:16:07,processing,208.11,12
ORD-00230,CUST-0369,WH-008,2025-08-22 02:55:33,delivered,388.04,10
ORD-00231,CUST-0038,WH-003,2025-07-21 22:44:05,returned,326.53,8
ORD-00232,CUST-0239,WH-006,2025-12-19 17:50:39,shipped,417.09,9
ORD-00233,CUST-0328,WH-003,2025-07-25 12:31:46,delivered,77.58,9
ORD-00234,CUST-0467,WH-001,2025-05-08 10:37:08,cancelled,266.28,5
ORD-00235,CUST-0085,WH-003,2025-08-19 09:18:48,delivered,359.03,6
ORD-00236,CUST-0486,WH-005,2025-10-09 21:17:18,cancelled,136.54,11
ORD-00237,CUST-0490,WH-005,2025-10-24 15:54:47,shipped,161.87,9
ORD-00238,CUST-0048,WH-003,2025-05-30 02:46:53,delivered,296.61,3
ORD-00239,CUST-0338,WH-006,2025-12-30 13:17:53,cancelled,288.35,1
ORD-00240,CUST-0042,WH-001,2025-12-19 01:01:39,cancelled,388.95,5
ORD-00241,CUST-0334,WH-004,2025-10-26 22:01:23,delivered,217.04,11
ORD-00242,CUST-0016,WH-008,2025-07-31 01:03:33,cancelled,279.61,11
ORD-00243,CUST-0490,WH-005,2025-11-28 02:14:59,delivered,405.27,11
ORD-00244,CUST-0208,WH-005,2026-02-01 10:54:19,delivered,348.98,3
ORD-00245,CUST-0226,WH-007,2026-03-26 13:59:07,delivered,113.95,10
ORD-00246,CUST-0074,WH-006,2026-02-04 16:51:01,cancelled,169.87,6
ORD-00247,CUST-0500,WH-007,2026-03-24 22:37:55,shipped,194.71,9
ORD-00248,CUST-0055,WH-006,2025-05-09 06:24:56,delivered,74.42,8
ORD-00249,CUST-0127,WH-003,2026-03-07 01:20:58,processing,155.75,7
ORD-00250,CUST-0443,WH-007,2025-09-29 12:45:16,delivered,434.67,3
ORD-00251,CUST-0417,WH-006,2025-05-14 13:53:40,cancelled,364.75,4
ORD-00252,CUST-0391,WH-003,2026-03-09 06:19:04,delivered,264.64,8
ORD-00253,CUST-0451,WH-005,2025-07-29 14:56:44,delivered,58.67,7
ORD-00254,CUST-0259,WH-008,2026-03-30 16:42:07,returned,119.35,6
ORD-00255,CUST-0025,WH-001,2025-05-25 05:48:23,delivered,304.8,11
ORD-00256,CUST-0345,WH-008,2025-07-25 01:59:16,delivered,18.97,2
ORD-00257,CUST-0221,WH-003,2025-12-25 21:35:40,cancelled,367.84,7
ORD-00258,CUST-0188,WH-001,2025-10-13 13:50:18,delivered,291.59,4
ORD-00259,CUST-0186,WH-005,2026-02-28 21:07:11,processing,259.56,9
ORD-00260,CUST-0144,WH-002,2025-10-22 11:21:46,shipped,61.89,6
ORD-00261,CUST-0407,WH-006,2025-11-30 09:41:33,delivered,192.32,3
ORD-00262,CUST-0102,WH-007,2025-07-31 08:59:34,delivered,36.97,3
ORD-00263,CUST-0366,WH-006,2026-04-04 10:11:53,cancelled,266.88,3
ORD-00264,CUST-0311,WH-003,2025-10-30 01:13:44,delivered,312.34,3
ORD-00265,CUST-0202,WH-005,2025-06-02 12:27:36,delivered,261.05,9
ORD-00266,CUST-0273,WH-008,2025-08-19 22:13:52,delivered,160.4,1
ORD-00267,CUST-0189,WH-006,2025-09-24 09:54:38,delivered,490.25,10
ORD-00268,CUST-0158,WH-001,2025-12-06 18:17:20,delivered,143.78,11
ORD-00269,CUST-0401,WH-004,2025-07-30 18:30:22,delivered,298.01,3
ORD-00270,CUST-0269,WH-007,2025-05-08 06:56:25,shipped,345.15,1
ORD-00271,CUST-0294,WH-002,2026-02-27 17:04:27,shipped,228.9,7
ORD-00272,CUST-0078,WH-007,2025-07-09 03:40:19,delivered,214.03,10
ORD-00273,CUST-0472,WH-008,2026-03-27 08:14:52,cancelled,371.88,1
ORD-00274,CUST-0362,WH-003,2025-12-06 18:10:49,delivered,287.03,11
ORD-00275,CUST-0245,WH-007,2025-09-12 15:55:51,delivered,98.99,9
ORD-00276,CUST-0176,WH-006,2025-08-18 11:58:35,delivered,435.81,11
ORD-00277,CUST-0330,WH-005,2025-12-07 06:16:11,delivered,108.25,4
ORD-00278,CUST-0143,WH-005,2025-08-12 11:27:49,delivered,486.86,5
ORD-00279,CUST-0395,WH-005,2025-11-18 00:22:02,delivered,349.77,8
ORD-00280,CUST-0163,WH-008,2025-12-25 19:40:44,delivered,467.84,12
ORD-00281,CUST-0141,WH-005,2026-02-16 19:06:08,shipped,343.16,7
ORD-00282,CUST-0459,WH-007,2025-09-24 22:08:59,cancelled,477.99,3
ORD-00283,CUST-0149,WH-001,2025-08-04 08:39:10,delivered,361.36,6
ORD-00284,CUST-0474,WH-008,2025-06-02 11:49:09,delivered,377.46,4
ORD-00285,CUST-0104,WH-005,2026-01-28 14:22:38,cancelled,352.64,3
ORD-00286,CUST-0056,WH-004,2025-06-17 00:32:47,delivered,339.87,9
ORD-00287,CUST-0116,WH-004,2025-07-19 06:18:10,processing,215.45,12
ORD-00288,CUST-0242,WH-002,2025-10-09 03:53:56,delivered,81.67,9
ORD-00289,CUST-0476,WH-003,2026-04-04 20:16:26,delivered,468.49,8
ORD-00290,CUST-0245,WH-004,2026-01-21 10:34:53,delivered,154.31,5
ORD-00291,CUST-0331,WH-001,2025-05-02 13:55:35,cancelled,58.39,10
ORD-00292,CUST-0119,WH-001,2025-08-22 06:30:46,cancelled,99.91,3
ORD-00293,CUST-0479,WH-001,2025-09-28 19:40:57,returned,207.54,8
ORD-00294,CUST-0096,WH-005,2025-06-15 01:26:19,cancelled,19.49,10
ORD-00295,CUST-0309,WH-002,2026-03-18 19:51:22,cancelled,177.5,8
ORD-00296,CUST-0329,WH-008,2025-12-31 06:42:52,cancelled,80.09,9
ORD-00297,CUST-0240,WH-005,2025-07-28 11:32:35,shipped,69.63,3
ORD-00298,CUST-0375,WH-008,2026-04-05 18:01:51,delivered,363.52,1
ORD-00299,CUST-0378,WH-006,2026-02-15 20:31:12,delivered,290.37,4
ORD-00300,CUST-0090,WH-007,2025-12-24 08:34:41,cancelled,264.91,2
ORD-00301,CUST-0206,WH-002,2025-12-14 16:15:23,shipped,83.2,6
ORD-00302,CUST-0480,WH-004,2025-06-10 08:33:03,pending,201.03,8
ORD-00303,CUST-0386,WH-005,2025-07-11 04:33:39,returned,161.44,12
ORD-00304,CUST-0294,WH-001,2025-04-30 07:51:49,delivered,189.38,4
ORD-00305,CUST-0032,WH-002,2025-08-08 22:36:21,delivered,92.46,11
ORD-00306,CUST-0258,WH-005,2025-05-31 11:46:35,delivered,324.77,5
ORD-00307,CUST-0189,WH-004,2025-07-19 09:48:25,delivered,79.78,3
ORD-00308,CUST-0233,WH-006,2025-06-21 16:23:33,delivered,281.38,8
ORD-00309,CUST-0388,WH-004,2025-11-06 17:46:05,delivered,344.97,10
ORD-00310,CUST-0448,WH-002,2025-04-27 23:12:58,delivered,271.16,6
ORD-00311,CUST-0040,WH-002,2025-08-09 01:23:34,processing,280.61,9
ORD-00312,CUST-0104,WH-003,2025-08-18 21:13:13,shipped,429.43,8
ORD-00313,CUST-0060,WH-004,2025-08-29 12:01:22,delivered,252.08,9
ORD-00314,CUST-0229,WH-001,2025-10-29 11:28:51,delivered,263.93,8
ORD-00315,CUST-0289,WH-001,2025-06-13 16:25:53,delivered,341.29,5
ORD-00316,CUST-0371,WH-001,2025-08-03 10:32:26,delivered,410.98,12
ORD-00317,CUST-0112,WH-002,2026-03-17 11:26:35,pending,182.1,2
ORD-00318,CUST-0278,WH-001,2025-09-10 01:26:10,cancelled,48.47,8
ORD-00319,CUST-0017,WH-005,2025-10-14 16:54:31,delivered,387.95,11
ORD-00320,CUST-0374,WH-007,2025-06-07 09:32:24,delivered,447.3,8
ORD-00321,CUST-0446,WH-007,2025-09-29 14:12:54,delivered,346.12,11
ORD-00322,CUST-0448,WH-003,2025-08-10 06:05:36,delivered,183.67,3
ORD-00323,CUST-0276,WH-007,2025-04-16 20:46:58,delivered,368.01,4
ORD-00324,CUST-0428,WH-001,2026-01-10 00:36:35,delivered,489.57,8
ORD-00325,CUST-0345,WH-007,2026-04-06 15:01:28,delivered,414.33,4
ORD-00326,CUST-0236,WH-006,2025-08-14 07:03:59,shipped,106.41,12
ORD-00327,CUST-0392,WH-002,2025-12-28 22:57:26,pending,335.2,10
ORD-00328,CUST-0393,WH-001,2025-10-05 09:19:38,delivered,47.64,10
ORD-00329,CUST-0018,WH-008,2025-07-30 03:41:43,delivered,356.09,1
ORD-00330,CUST-0126,WH-001,2026-03-26 02:06:03,delivered,128.65,4
ORD-00331,CUST-0387,WH-001,2026-04-08 11:37:52,shipped,496.84,4
